Generated Set Code,Printed Set Code,Category,Card Name,Card Number,Variant,Region,Override Set Code,Override Category,Exclude,Review Notes,Release Set,Product,Source Rows
,,Stamped Cards,Keldeo,,Chaos Rising Stamp,US,,,,,,Chaos Rising - Retailer Gift With Purchase,mega_placeholders.csv:193
,,Stamped Cards,Yveltal,,EB Games Stamp,Canada/Australia/New Zealand,,,,,,Mega Evolution - Retailer Gift With Purchase,mega_placeholders.csv:182
,,Stamped Cards,Yveltal,,GameStop Stamp,US,,,,,,Mega Evolution - Retailer Gift With Purchase,mega_placeholders.csv:181
SVP,SVP,Promo Cards,Black Belt's Training,SVP219,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:29
SVP,SVP,Promo Cards,Black Belt's Training,SVP220,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:30
SVP,SVP,Promo Cards,Professor's Research [Professor Birch],SVP221,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:31
SVP,SVP,Promo Cards,Professor's Research [Professor Kukui],SVP222,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:32
SVP,SVP,Promo Cards,Professor's Research [Professor Magnolia],SVP223,Black Star Promo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:33
ASC,ASC,MCAP Cards,Chikorita,ASC008,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes First Partners Deluxe Pin Collection,mega_placeholders.csv:77
ASC,ASC,MCAP Cards,Charmander,ASC020,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes Tech Sticker Collections,mega_placeholders.csv:66
ASC,ASC,MCAP Cards,Tepig,ASC029,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes First Partners Deluxe Pin Collection,mega_placeholders.csv:78
ASC,ASC,MCAP Cards,Totodile,ASC041,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes First Partners Deluxe Pin Collection,mega_placeholders.csv:79
ASC,ASC,MCAP Cards,Gastly,ASC123,Pixel Cosmos Holo,US/UK,,,,,,Ascended Heroes - Ascended Heroes Tech Sticker Collections,mega_placeholders.csv:67
DRI,DRI,MCAP Cards,Hydrapple,DRI018,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:48
DRI,DRI,MCAP Cards,Blaziken,DRI042,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:51
JTG,JTG,MCAP Cards,Meowscarada,JTG018,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:15
JTG,JTG,MCAP Cards,Wailord,JTG041,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:17
JTG,JTG,MCAP Cards,Lycanroc,JTG085,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:21
JTG,JTG,MCAP Cards,Tyranitar,JTG095,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:22
MEG,MEG,MCAP Cards,Meganium,MEG010,Non Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Build & Battle Box,mega_placeholders.csv:6
MEG,MEG,MCAP Cards,Meganium,MEG010,Pixel Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:97
MEG,MEG,MCAP Cards,Cinderace,MEG028,Pixel Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:100
MEG,MEG,MCAP Cards,Clawitzer,MEG038,Pixel Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:102
MEG,MEG,MCAP Cards,Raikou,MEG048,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Raikou Two Pack Blister,mega_placeholders.csv:64
MEG,MEG,MCAP Cards,Ralts,MEG058,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Collector Chest,mega_placeholders.csv:59
MEG,MEG,MCAP Cards,Kirlia,MEG059,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Collector Chest,mega_placeholders.csv:60
MEG,MEG,MCAP Cards,Xerneas,MEG064,Non Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Build & Battle Box,mega_placeholders.csv:7
MEG,MEG,MCAP Cards,Hariyama,MEG074,Non Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Build & Battle Box,mega_placeholders.csv:8
MEG,MEG,MCAP Cards,Riolu,MEG076,Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Collector Chest,mega_placeholders.csv:61
MEG,MEG,MCAP Cards,Steelix,MEG093,Pixel Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:104
MEP,MEP,MCAP Cards,Drifloon,MEP005,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:9
MEP,MEP,MCAP Cards,Drifblim,MEP006,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:10
MEP,MEP,MCAP Cards,Psyduck,MEP007,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:11
MEP,MEP,MCAP Cards,Golduck,MEP008,Pixel Cosmos Holo,US/UK,,,,,,Mega Evolution - Mega Evolution Blisters,mega_placeholders.csv:12
MEP,MEP,MCAP Cards,Alakazam,MEP009,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:24
MEP,MEP,MCAP Cards,Alakazam,MEP009,Pokemon Center Stamp,US/UK,,,,,,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:25
MEP,MEP,MCAP Cards,Riolu,MEP010,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:26
MEP,MEP,MCAP Cards,Riolu,MEP010,Pokemon Center Stamp,US/UK,,,,,,Mega Evolution - Mega Evolution Elite Trainer Box,mega_placeholders.csv:27
MEP,MEP,MCAP Cards,Mega Latias ex,MEP011,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Latias ex Box,mega_placeholders.csv:28
MEP,MEP,MCAP Cards,Mega Venusaur ex,MEP013,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Venusaur ex Premium Collection,mega_placeholders.csv:63
MEP,MEP,MCAP Cards,Cottonee,MEP018,Smooth Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:42
MEP,MEP,MCAP Cards,Whimsicott,MEP019,Smooth Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:43
MEP,MEP,MCAP Cards,Sneasel,MEP020,Smooth Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:44
MEP,MEP,MCAP Cards,Weavile,MEP021,Smooth Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Blisters,mega_placeholders.csv:45
MEP,MEP,MCAP Cards,Charcadet,MEP022,Black Star Promo,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Elite Trainer Box,mega_placeholders.csv:52
MEP,MEP,MCAP Cards,Charcadet,MEP022,Pokemon Center Stamp,US/UK,,,,,,Phantasmal Flames - Phantasmal Flames Elite Trainer Box,mega_placeholders.csv:53
MEP,MEP,MCAP Cards,Mega Charizard X ex,MEP023,Black Star Promo,US/UK,,,,,,Phantasmal Flames - Mega Charizard X ex Ultra-Premium Collection,mega_placeholders.csv:54
MEP,MEP,MCAP Cards,Oricorio ex,MEP024,Black Star Promo,US/UK,,,,,,Phantasmal Flames - Mega Charizard X ex Ultra-Premium Collection,mega_placeholders.csv:55
MEP,MEP,MCAP Cards,Mega Kangaskhan ex,MEP025,Black Star Promo,US/UK,,,,,,Mega Evolution - Mega Kangaskhan ex Box,mega_placeholders.csv:62
MEP,MEP,MCAP Cards,Mega Charizard X ex,MEP029,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Charizard Tins,mega_placeholders.csv:73
MEP,MEP,MCAP Cards,Mega Charizard Y ex,MEP030,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Charizard Tins,mega_placeholders.csv:74
MEP,MEP,MCAP Cards,N's Zekrom,MEP031,Black Star Promo,US/UK,,,,,,Ascended Heroes - Ascended Heroes Elite Trainer Box,mega_placeholders.csv:71
MEP,MEP,MCAP Cards,N's Zekrom,MEP031,Pokemon Center Stamp,US/UK,,,,,,Ascended Heroes - Ascended Heroes Elite Trainer Box,mega_placeholders.csv:72
MEP,MEP,MCAP Cards,Mega Meganium ex,MEP034,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Meganium ex Box | Ascended Heroes - Ascended Heroes Tins,mega_placeholders.csv:110 | mega_placeholders.csv:172
MEP,MEP,MCAP Cards,Mega Emboar ex,MEP035,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Emboar ex Box | Ascended Heroes - Ascended Heroes Tins,mega_placeholders.csv:111 | mega_placeholders.csv:173
MEP,MEP,MCAP Cards,Mega Feraligatr ex,MEP036,Black Star Promo,US/UK,,,,,,Ascended Heroes - Mega Feraligatr ex Box | Ascended Heroes - Ascended Heroes Tins,mega_placeholders.csv:112 | mega_placeholders.csv:174
MEP,MEP,MCAP Cards,Makuhita,MEP068,Smooth Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:93
MEP,MEP,MCAP Cards,Chikorita,MEP069,Smooth Cosmos Holo,US/UK,,,,,,Perfect Order - Perfect Order Blisters,mega_placeholders.csv:94
MEP,MEP,MCAP Cards,Tyrunt,MEP070,Black Star Promo,US/UK,,,,,,Perfect Order - Perfect Order Elite Trainer Box,mega_placeholders.csv:105
MEP,MEP,MCAP Cards,Tyrunt,MEP070,Pokemon Center Stamp,US/UK,,,,,,Perfect Order - Perfect Order Elite Trainer Box,mega_placeholders.csv:106
MEP,MEP,MCAP Cards,Mega Zygarde ex,MEP071,Black Star Promo,US/UK,,,,,,Perfect Order - Mega Zygarde ex Premium Collection,mega_placeholders.csv:113
MEP,MEP,MCAP Cards,Mega Clefable ex,MEP072,Black Star Promo,US/UK,,,,,,Chaos Rising - Mega Moonlit Tins,mega_placeholders.csv:133
MEP,MEP,MCAP Cards,Mega Gengar ex,MEP073,Black Star Promo,US/UK,,,,,,Chaos Rising - Mega Moonlit Tins,mega_placeholders.csv:134
MEP,MEP,MCAP Cards,Toxel,MEP078,Smooth Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:118
MEP,MEP,MCAP Cards,Charmeleon,MEP079,Smooth Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:119
MEP,MEP,MCAP Cards,Fennekin,MEP080,Black Star Promo,US/UK,,,,,,Chaos Rising - Chaos Rising Elite Trainer Box,mega_placeholders.csv:130
MEP,MEP,MCAP Cards,Fennekin,MEP080,Pokemon Center Stamp,US/UK,,,,,,Chaos Rising - Chaos Rising Elite Trainer Box,mega_placeholders.csv:131
MEP,MEP,MCAP Cards,Mega Greninja ex,MEP081,Black Star Promo,US/UK,,,,,,Chaos Rising - Mega Greninja ex Premium Collection,mega_placeholders.csv:145
MEP,MEP,MCAP Cards,Slowpoke,MEP086,Smooth Cosmos Holo,US/UK,,,,,,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:146
MEP,MEP,MCAP Cards,Binacle,MEP087,Smooth Cosmos Holo,US/UK,,,,,,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:147
MEP,MEP,MCAP Cards,Zarude,MEP088,Black Star Promo,US/UK,,,,,,Pitch Black - Pitch Black Elite Trainer Box,mega_placeholders.csv:158
MEP,MEP,MCAP Cards,Zarude,MEP088,Pokemon Center Stamp,US/UK,,,,,,Pitch Black - Pitch Black Elite Trainer Box,mega_placeholders.csv:159
PAL,PAL,MCAP Cards,Boss's Orders [Ghetsis],PAL172,Non Holo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,mega_placeholders.csv:34
PBL,PBL,MCAP Cards,Zarude,PBL056,Pixel Cosmos Holo,US/UK,,,,,,Pitch Black - Zarude Two Pack Blister,mega_placeholders.csv:179
PFL,PFL,MCAP Cards,Oddish,PFL001,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,mega_placeholders.csv:107
PFL,PFL,MCAP Cards,Gloom,PFL002,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,mega_placeholders.csv:108
PFL,PFL,MCAP Cards,Vileplume,PFL003,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,mega_placeholders.csv:109
PFL,PFL,MCAP Cards,Moltres,PFL014,Non Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:120
PFL,PFL,MCAP Cards,Reshiram,PFL017,Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:121
PFL,PFL,MCAP Cards,Pawmot,PFL034,Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:124
PFL,PFL,MCAP Cards,Zacian,PFL045,Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:126
PFL,PFL,MCAP Cards,Flygon,PFL053,Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:129
POR,POR,MCAP Cards,Luxray,POR027,Pixel Cosmos Holo,US/UK,,,,,,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:152
POR,POR,MCAP Cards,Gengar,POR050,Pixel Cosmos Holo,US/UK,,,,,,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:157
,,MCAP Cards,Mega Darkrai ex,,Black Star Promo,US/UK,,,,,,Pitch Black - Mega Forces Tins,mega_placeholders.csv:170
,,MCAP Cards,Mega Dragonite ex,,Black Star Promo,US/UK,,,,,,Pitch Black - Mega Forces Tins,mega_placeholders.csv:171
,,MCAP Cards,Mega Zeraora ex,,Black Star Promo,US/UK,,,,,,Pitch Black - Mega Forces Tins,mega_placeholders.csv:169
BLK,BLK,Prize Pack Cards,Kyurem ex,BLK028,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:24
BLK,BLK,Prize Pack Cards,Eelektrik,BLK031,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:10
BLK,BLK,Prize Pack Cards,Zekrom ex,BLK034,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:50
BLK,BLK,Prize Pack Cards,Conkeldurr,BLK049,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:6
BLK,BLK,Prize Pack Cards,Genesect ex,BLK067,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:16
BLK,BLK,Prize Pack Cards,Air Balloon,BLK079,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:51
DRI,DRI,Prize Pack Cards,Yanmega ex,DRI003,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:49
DRI,DRI,Prize Pack Cards,Cynthia's Roserade,DRI008,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:9
DRI,DRI,Prize Pack Cards,Shaymin,DRI010,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:43
DRI,DRI,Prize Pack Cards,Team Rocket's Spidops,DRI020,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:48
DRI,DRI,Prize Pack Cards,Ethan's Quilava,DRI033,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:14
DRI,DRI,Prize Pack Cards,Ethan's Typhlosion,DRI034,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:15
DRI,DRI,Prize Pack Cards,Ethan's Magcargo,DRI036,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:13
DRI,DRI,Prize Pack Cards,Ethan's Ho-Oh ex,DRI039,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:12
DRI,DRI,Prize Pack Cards,Team Rocket's Mewtwo ex,DRI081,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:46
DRI,DRI,Prize Pack Cards,Cynthia's Gabite,DRI103,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:7
DRI,DRI,Prize Pack Cards,Cynthia's Garchomp ex,DRI104,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:8
DRI,DRI,Prize Pack Cards,Team Rocket's Nidoking ex,DRI119,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:47
DRI,DRI,Prize Pack Cards,Team Rocket's Crobat ex,DRI122,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:45
DRI,DRI,Prize Pack Cards,Arven's Mabosstiff ex,DRI139,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:3
DRI,DRI,Prize Pack Cards,Cynthia's Power Weight,DRI162,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:54
DRI,DRI,Prize Pack Cards,Ethan's Adventure,DRI165,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:56
DRI,DRI,Prize Pack Cards,Team Rocket's Archer,DRI170,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:75
DRI,DRI,Prize Pack Cards,Team Rocket's Ariana,DRI171,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:76
DRI,DRI,Prize Pack Cards,Team Rocket's Factory,DRI173,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:78
DRI,DRI,Prize Pack Cards,Team Rocket's Giovanni,DRI174,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:79
DRI,DRI,Prize Pack Cards,Team Rocket's Petrel,DRI176,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:80
DRI,DRI,Prize Pack Cards,Team Rocket's Proton,DRI177,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:81
DRI,DRI,Prize Pack Cards,Team Rocket's Transceiver,DRI178,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:82
DRI,DRI,Prize Pack Cards,Team Rocket's Energy,DRI182,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:77
JTG,JTG,Prize Pack Cards,N's Darmanitan,JTG027,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:39
JTG,JTG,Prize Pack Cards,Iono's Voltorb,JTG047,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:23
JTG,JTG,Prize Pack Cards,Iono's Bellibolt ex,JTG053,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:21
JTG,JTG,Prize Pack Cards,Iono's Kilowattrel,JTG055,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:22
JTG,JTG,Prize Pack Cards,Lillie's Clefairy ex,JTG056,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:26
JTG,JTG,Prize Pack Cards,Lillie's Ribombee,JTG067,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:27
