Owned,Category,Card Number,Card Name,Variant,Region,Purchase Options,Notes
,MCAP Cards,MEP069,Chikorita,Smooth Cosmos Holo,US/UK,Perfect Order - Perfect Order Blisters,
,MCAP Cards,MEP070,Tyrunt,Black Star Promo,US/UK,Perfect Order - Perfect Order Elite Trainer Box,
,MCAP Cards,MEP070,Tyrunt,Pokemon Center Stamp,US/UK,Perfect Order - Perfect Order Elite Trainer Box,
,MCAP Cards,MEP071,Mega Zygarde ex,Black Star Promo,US/UK,Perfect Order - Mega Zygarde ex Premium Collection,Europe release 2026-05-01
,MCAP Cards,MEP072,Mega Clefable ex,Black Star Promo,US/UK,Chaos Rising - Mega Moonlit Tins,
,MCAP Cards,MEP073,Mega Gengar ex,Black Star Promo,US/UK,Chaos Rising - Mega Moonlit Tins,
,MCAP Cards,MEP078,Toxel,Smooth Cosmos Holo,US/UK,Chaos Rising - Chaos Rising Blisters,
,MCAP Cards,MEP079,Charmeleon,Smooth Cosmos Holo,US/UK,Chaos Rising - Chaos Rising Blisters,
,MCAP Cards,MEP080,Fennekin,Black Star Promo,US/UK,Chaos Rising - Chaos Rising Elite Trainer Box,
,MCAP Cards,MEP080,Fennekin,Pokemon Center Stamp,US/UK,Chaos Rising - Chaos Rising Elite Trainer Box,
,MCAP Cards,MEP081,Mega Greninja ex,Black Star Promo,US/UK,Chaos Rising - Mega Greninja ex Premium Collection,
,MCAP Cards,MEP086,Slowpoke,Smooth Cosmos Holo,US/UK,Pitch Black - Pitch Black Blisters,
,MCAP Cards,MEP087,Binacle,Smooth Cosmos Holo,US/UK,Pitch Black - Pitch Black Blisters,
,MCAP Cards,MEP088,Zarude,Black Star Promo,US/UK,Pitch Black - Pitch Black Elite Trainer Box,
,MCAP Cards,MEP088,Zarude,Pokemon Center Stamp,US/UK,Pitch Black - Pitch Black Elite Trainer Box,
,League and Championship Cards,MEP092,Paradise Resort,World Championships 2026 Stamp,US,Mega Evolution - 2026 Pokemon World Championships merchandise,Competitor promo
,League and Championship Cards,MEP093,Pikachu,2026 Pokemon World Championships Logo Stamp,US,Mega Evolution - 2026 Pokemon World Championships merchandise,Participation promo
,League and Championship Cards,MEP093,Pikachu,Play Pokemon Winner Stamp,US,Mega Evolution - 2026 Pokemon World Championships merchandise,Winner promo
,Other Cards,MEP012,Mega Lucario ex,Black Star Promo,US/UK,Mega Evolution - Mega Lucario ex Figure Collection,
,Other Cards,MEP026,Meloetta,Black Star Promo,US/UK,Mega Evolution - Mega Battle Deck Mega Diancie ex,
,Other Cards,MEP027,Haunter,Black Star Promo,US/UK,Mega Evolution - Mega Battle Deck Mega Gengar ex,
,Other Cards,MEP032,Mega Gardevoir ex,Black Star Promo,US/UK,Ascended Heroes - Ascended Heroes Premium Poster Collection,
,Other Cards,MEP033,Mega Lucario ex,Black Star Promo,US/UK,Ascended Heroes - Ascended Heroes Premium Poster Collection,
,Other Cards,MEP037,Bulbasaur,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,
,Other Cards,MEP038,Charmander,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,
,Other Cards,MEP039,Squirtle,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,
,Other Cards,MEP040,Turtwig,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,
,Other Cards,MEP041,Chimchar,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,
,Other Cards,MEP042,Piplup,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,
,Other Cards,MEP043,Rowlet,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,
,Other Cards,MEP044,Litten,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,
,Other Cards,MEP045,Popplio,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,
,Other Cards,MEP046,Chikorita,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,
,Other Cards,MEP047,Cyndaquil,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,
,Other Cards,MEP048,Totodile,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,
,Other Cards,MEP049,Snivy,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,
,Other Cards,MEP050,Tepig,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,
,Other Cards,MEP051,Oshawott,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,
,Other Cards,MEP052,Grookey,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,
,Other Cards,MEP053,Scorbunny,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,
,Other Cards,MEP054,Sobble,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,
,Other Cards,MEP055,Treecko,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,
,Other Cards,MEP056,Torchic,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,
,Other Cards,MEP057,Mudkip,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,
,Other Cards,MEP058,Chespin,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,
,Other Cards,MEP059,Fennekin,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,
,Other Cards,MEP060,Froakie,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,
,Other Cards,MEP061,Sprigatito,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,
,Other Cards,MEP062,Fuecoco,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,
,Other Cards,MEP063,Quaxly,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,
