Owned,Category,Card Number,Card Name,Variant,Region,Purchase Options,Notes
,Promo Cards,SVP147,Iron Boulder ex,Black Star Promo,US/UK,Stellar Crown - Paradox Destinies Tin,Available in hexagonal and octagonal tin designs
,Promo Cards,SVP160,Squawkabilly ex,Black Star Promo,US/UK,Stellar Crown - Trainer's Toolkit 2024,
,Promo Cards,SVP161,Charizard ex,Black Star Promo,US/UK,Stellar Crown - Charizard ex Super-Premium Collection,
,Promo Cards,SVP162,Houndstone ex,Black Star Promo,US/UK,Stellar Crown - Houndstone ex Box,
,MCAP Cards,SCR003,Ledian,Non Holo,US/UK,Stellar Crown - Build & Battle Box,Deck-exclusive
,MCAP Cards,SCR074,Rhyhorn,Non Holo,US/UK,Journey Together - Premium Checklane Blister,Included with Rhyperior blister
,MCAP Cards,SCR076,Rhyperior,Cosmos Holo,US/UK,Journey Together - Premium Checklane Blister,
,MCAP Cards,SCR101,Klinklang,Cosmos Holo,US/UK,Journey Together - Premium Checklane Blister,
,MCAP Cards,SCR104,Melmetal,Cosmos Holo,US/UK,Journey Together - Stage 1 Blister,
,MCAP Cards,SCR107,Archaludon,Cosmos Holo,US/UK,Surging Sparks - Archaludon Two Pack Blister | Journey Together - Stage 1 Blister,
,MCAP Cards,SCR119,Bouffalant,Non Holo,US/UK,Stellar Crown - Build & Battle Box,Deck-exclusive
,Prize Pack Cards,SCR050,Joltik,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,Prize Pack Cards,SCR107,Archaludon,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; one checkbox mark extracted
,Prize Pack Cards,SCR115,Noctowl,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,Prize Pack Cards,SCR118,Fan Rotom,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,Prize Pack Cards,SCR119,Bouffalant,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,Prize Pack Cards,SCR128,Terapagos ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,Prize Pack Cards,SCR131,Area Zero Underdepths,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,Prize Pack Cards,SCR132,Briar,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,Prize Pack Cards,SCR133,Crispin,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,Prize Pack Cards,SCR135,Glass Trumpet,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,Prize Pack Cards,SCR142,Sparkling Crystal,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
