Source Row,Release Set,Release Date,Product,Product Type,Card Name,Card Number,Variant,Region,Notes
mega_placeholders.csv:58,Mega Evolution,2025-11-21,2026 Pokemon Latin America International Championships merchandise,Event Merchandise,Ultra Ball,MEG131,Pokemon Latin America International Championships Stamp,Brazilian Portuguese,Competitor promo
mega_placeholders.csv:59,Mega Evolution,2025-12-05,Mega Evolution Collector Chest,Collector Chest,Ralts,MEG058,Cosmos Holo,US/UK,
mega_placeholders.csv:60,Mega Evolution,2025-12-05,Mega Evolution Collector Chest,Collector Chest,Kirlia,MEG059,Cosmos Holo,US/UK,
mega_placeholders.csv:61,Mega Evolution,2025-12-05,Mega Evolution Collector Chest,Collector Chest,Riolu,MEG076,Cosmos Holo,US/UK,
mega_placeholders.csv:62,Mega Evolution,2025-12-05,Mega Kangaskhan ex Box,Collection Box,Mega Kangaskhan ex,MEP025,Black Star Promo,US/UK,Europe release 2025-11-14
mega_placeholders.csv:63,Mega Evolution,2025-12-05,Mega Venusaur ex Premium Collection,Premium Collection,Mega Venusaur ex,MEP013,Black Star Promo,US/UK,Europe release 2025-11-14
mega_placeholders.csv:64,Mega Evolution,2026-01-01,Raikou Two Pack Blister,Two Pack Blister,Raikou,MEG048,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:65,Mega Evolution,2026-01-30,Pokemon Day 2026 Collection,Collection Box,Pikachu,TEF051,2026 Pokemon Day Stamp,US/UK,Temporal Forces reprint
mega_placeholders.csv:66,Ascended Heroes,2026-01-30,Ascended Heroes Tech Sticker Collections,Tech Sticker Collection,Charmander,ASC020,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:67,Ascended Heroes,2026-01-30,Ascended Heroes Tech Sticker Collections,Tech Sticker Collection,Gastly,ASC123,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:68,Mega Evolution,2026-02-13,2026 Pokemon Europe International Championships merchandise,Event Merchandise,Ultra Ball,MEG131,Pokemon Europe International Championships Stamp,Europe,Competitor promo
mega_placeholders.csv:69,Ascended Heroes,2026-02-20,Ascended Heroes Collection,Collection Box,Erika's Tangela,ASC007,Standard,US/UK,Europe release 2026-01-30
mega_placeholders.csv:70,Ascended Heroes,2026-02-20,Ascended Heroes Collection,Collection Box,Larry's Komala,ASC175,Standard,US/UK,Europe release 2026-01-30
mega_placeholders.csv:71,Ascended Heroes,2026-02-20,Ascended Heroes Elite Trainer Box,Elite Trainer Box,N's Zekrom,MEP031,Black Star Promo,US/UK,
mega_placeholders.csv:72,Ascended Heroes,2026-02-20,Ascended Heroes Elite Trainer Box,Elite Trainer Box,N's Zekrom,MEP031,Pokemon Center Stamp,US/UK,
mega_placeholders.csv:73,Ascended Heroes,2026-02-20,Mega Charizard Tins,Tin,Mega Charizard X ex,MEP029,Black Star Promo,US/UK,
mega_placeholders.csv:74,Ascended Heroes,2026-02-20,Mega Charizard Tins,Tin,Mega Charizard Y ex,MEP030,Black Star Promo,US/UK,
mega_placeholders.csv:75,Ascended Heroes,2026-03-20,Ascended Heroes Premium Poster Collection,Premium Poster Collection,Mega Gardevoir ex,MEP032,Black Star Promo,US/UK,
mega_placeholders.csv:76,Ascended Heroes,2026-03-20,Ascended Heroes Premium Poster Collection,Premium Poster Collection,Mega Lucario ex,MEP033,Black Star Promo,US/UK,
mega_placeholders.csv:77,Ascended Heroes,2026-03-20,Ascended Heroes First Partners Deluxe Pin Collection,Pin Collection,Chikorita,ASC008,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:78,Ascended Heroes,2026-03-20,Ascended Heroes First Partners Deluxe Pin Collection,Pin Collection,Tepig,ASC029,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:79,Ascended Heroes,2026-03-20,Ascended Heroes First Partners Deluxe Pin Collection,Pin Collection,Totodile,ASC041,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:80,Mega Evolution,2026-03-20,First Partner Illustration Collection Series 1,Illustration Collection,Bulbasaur,MEP037,Black Star Promo,US/UK,
mega_placeholders.csv:81,Mega Evolution,2026-03-20,First Partner Illustration Collection Series 1,Illustration Collection,Charmander,MEP038,Black Star Promo,US/UK,
mega_placeholders.csv:82,Mega Evolution,2026-03-20,First Partner Illustration Collection Series 1,Illustration Collection,Squirtle,MEP039,Black Star Promo,US/UK,
mega_placeholders.csv:83,Mega Evolution,2026-03-20,First Partner Illustration Collection Series 1,Illustration Collection,Turtwig,MEP040,Black Star Promo,US/UK,
mega_placeholders.csv:84,Mega Evolution,2026-03-20,First Partner Illustration Collection Series 1,Illustration Collection,Chimchar,MEP041,Black Star Promo,US/UK,
mega_placeholders.csv:85,Mega Evolution,2026-03-20,First Partner Illustration Collection Series 1,Illustration Collection,Piplup,MEP042,Black Star Promo,US/UK,
mega_placeholders.csv:86,Mega Evolution,2026-03-20,First Partner Illustration Collection Series 1,Illustration Collection,Rowlet,MEP043,Black Star Promo,US/UK,
mega_placeholders.csv:87,Mega Evolution,2026-03-20,First Partner Illustration Collection Series 1,Illustration Collection,Litten,MEP044,Black Star Promo,US/UK,
mega_placeholders.csv:88,Mega Evolution,2026-03-20,First Partner Illustration Collection Series 1,Illustration Collection,Popplio,MEP045,Black Star Promo,US/UK,
mega_placeholders.csv:89,Perfect Order,2026-03-14,Perfect Order Build & Battle Box,Build & Battle Box,Serperior,MEP064,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:90,Perfect Order,2026-03-14,Perfect Order Build & Battle Box,Build & Battle Box,Barbaracle,MEP065,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:91,Perfect Order,2026-03-14,Perfect Order Build & Battle Box,Build & Battle Box,Tyrantrum,MEP066,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:92,Perfect Order,2026-03-14,Perfect Order Build & Battle Box,Build & Battle Box,Doublade,MEP067,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:93,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Makuhita,MEP068,Smooth Cosmos Holo,US/UK,
mega_placeholders.csv:94,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Chikorita,MEP069,Smooth Cosmos Holo,US/UK,
mega_placeholders.csv:95,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Chikorita,MEG008,Standard,US/UK,Mega Evolution reprint
mega_placeholders.csv:96,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Bayleef,MEG009,Standard,US/UK,Mega Evolution reprint
mega_placeholders.csv:97,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Meganium,MEG010,Pixel Cosmos Holo,US/UK,Mega Evolution reprint
mega_placeholders.csv:98,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Scorbunny,MEG026,Standard,US/UK,Mega Evolution reprint
mega_placeholders.csv:99,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Raboot,MEG027,Standard,US/UK,Mega Evolution reprint
mega_placeholders.csv:100,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Cinderace,MEG028,Pixel Cosmos Holo,US/UK,Mega Evolution reprint
mega_placeholders.csv:101,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Clauncher,MEG037,Standard,US/UK,Mega Evolution reprint
mega_placeholders.csv:102,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Clawitzer,MEG038,Pixel Cosmos Holo,US/UK,Mega Evolution reprint
mega_placeholders.csv:103,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Onix,MEG070,Standard,US/UK,Mega Evolution reprint
mega_placeholders.csv:104,Perfect Order,2026-03-27,Perfect Order Blisters,Blister,Steelix,MEG093,Pixel Cosmos Holo,US/UK,Mega Evolution reprint
mega_placeholders.csv:105,Perfect Order,2026-03-27,Perfect Order Elite Trainer Box,Elite Trainer Box,Tyrunt,MEP070,Black Star Promo,US/UK,
mega_placeholders.csv:106,Perfect Order,2026-03-27,Perfect Order Elite Trainer Box,Elite Trainer Box,Tyrunt,MEP070,Pokemon Center Stamp,US/UK,
mega_placeholders.csv:107,Phantasmal Flames,2026-03-27,Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,Enhanced 2-Pack Blister,Oddish,PFL001,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:108,Phantasmal Flames,2026-03-27,Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,Enhanced 2-Pack Blister,Gloom,PFL002,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:109,Phantasmal Flames,2026-03-27,Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,Enhanced 2-Pack Blister,Vileplume,PFL003,Pixel Cosmos Holo,US/UK,
mega_placeholders.csv:110,Ascended Heroes,2026-04-24,Mega Meganium ex Box,Collection Box,Mega Meganium ex,MEP034,Black Star Promo,US/UK,
mega_placeholders.csv:111,Ascended Heroes,2026-04-24,Mega Emboar ex Box,Collection Box,Mega Emboar ex,MEP035,Black Star Promo,US/UK,
mega_placeholders.csv:112,Ascended Heroes,2026-04-24,Mega Feraligatr ex Box,Collection Box,Mega Feraligatr ex,MEP036,Black Star Promo,US/UK,
mega_placeholders.csv:113,Perfect Order,2026-05-22,Mega Zygarde ex Premium Collection,Premium Collection,Mega Zygarde ex,MEP071,Black Star Promo,US/UK,Europe release 2026-05-01
mega_placeholders.csv:114,Chaos Rising,2026-05-09,Chaos Rising Build & Battle Box,Build & Battle Box,Delphox,MEP074,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:115,Chaos Rising,2026-05-09,Chaos Rising Build & Battle Box,Build & Battle Box,Ampharos,MEP075,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:116,Chaos Rising,2026-05-09,Chaos Rising Build & Battle Box,Build & Battle Box,Crobat,MEP076,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:117,Chaos Rising,2026-05-09,Chaos Rising Build & Battle Box,Build & Battle Box,Goodra,MEP077,Black Star Promo,US/UK,Prerelease promo
mega_placeholders.csv:118,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Toxel,MEP078,Smooth Cosmos Holo,US/UK,
mega_placeholders.csv:119,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Charmeleon,MEP079,Smooth Cosmos Holo,US/UK,
mega_placeholders.csv:120,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Moltres,PFL014,Non Holo,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:121,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Reshiram,PFL017,Cosmos Holo,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:122,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Pawmi,PFL032,Standard,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:123,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Pawmo,PFL033,Standard,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:124,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Pawmot,PFL034,Cosmos Holo,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:125,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Mimikyu,PFL042,Standard,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:126,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Zacian,PFL045,Cosmos Holo,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:127,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Trapinch,PFL051,Standard,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:128,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Vibrava,PFL052,Standard,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:129,Chaos Rising,2026-05-22,Chaos Rising Blisters,Blister,Flygon,PFL053,Cosmos Holo,US/UK,Phantasmal Flames reprint
mega_placeholders.csv:130,Chaos Rising,2026-05-22,Chaos Rising Elite Trainer Box,Elite Trainer Box,Fennekin,MEP080,Black Star Promo,US/UK,
mega_placeholders.csv:131,Chaos Rising,2026-05-22,Chaos Rising Elite Trainer Box,Elite Trainer Box,Fennekin,MEP080,Pokemon Center Stamp,US/UK,
mega_placeholders.csv:132,Black Bolt & White Flare,2026-05-22,Pokemon Fossil Museum merchandise,Event Merchandise,Archeops,WHT051,Excavator Pikachu Stamp,US/UK,White Flare reprint
mega_placeholders.csv:133,Chaos Rising,2026-06-05,Mega Moonlit Tins,Tin,Mega Clefable ex,MEP072,Black Star Promo,US/UK,
mega_placeholders.csv:134,Chaos Rising,2026-06-05,Mega Moonlit Tins,Tin,Mega Gengar ex,MEP073,Black Star Promo,US/UK,
mega_placeholders.csv:135,Mega Evolution,2026-06-12,2026 Pokemon North America International Championships merchandise,Event Merchandise,Ultra Ball,MEG131,Pokemon North America International Championships Stamp,US,Competitor promo
mega_placeholders.csv:136,Mega Evolution,2026-06-19,First Partner Illustration Collection Series 2,Illustration Collection,Chikorita,MEP046,Black Star Promo,US/UK,
mega_placeholders.csv:137,Mega Evolution,2026-06-19,First Partner Illustration Collection Series 2,Illustration Collection,Cyndaquil,MEP047,Black Star Promo,US/UK,
mega_placeholders.csv:138,Mega Evolution,2026-06-19,First Partner Illustration Collection Series 2,Illustration Collection,Totodile,MEP048,Black Star Promo,US/UK,
mega_placeholders.csv:139,Mega Evolution,2026-06-19,First Partner Illustration Collection Series 2,Illustration Collection,Snivy,MEP049,Black Star Promo,US/UK,
mega_placeholders.csv:140,Mega Evolution,2026-06-19,First Partner Illustration Collection Series 2,Illustration Collection,Tepig,MEP050,Black Star Promo,US/UK,
mega_placeholders.csv:141,Mega Evolution,2026-06-19,First Partner Illustration Collection Series 2,Illustration Collection,Oshawott,MEP051,Black Star Promo,US/UK,
mega_placeholders.csv:142,Mega Evolution,2026-06-19,First Partner Illustration Collection Series 2,Illustration Collection,Grookey,MEP052,Black Star Promo,US/UK,
mega_placeholders.csv:143,Mega Evolution,2026-06-19,First Partner Illustration Collection Series 2,Illustration Collection,Scorbunny,MEP053,Black Star Promo,US/UK,
mega_placeholders.csv:144,Mega Evolution,2026-06-19,First Partner Illustration Collection Series 2,Illustration Collection,Sobble,MEP054,Black Star Promo,US/UK,
mega_placeholders.csv:145,Chaos Rising,2026-07-03,Mega Greninja ex Premium Collection,Premium Collection,Mega Greninja ex,MEP081,Black Star Promo,US/UK,
mega_placeholders.csv:146,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Slowpoke,MEP086,Smooth Cosmos Holo,US/UK,
mega_placeholders.csv:147,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Binacle,MEP087,Smooth Cosmos Holo,US/UK,
mega_placeholders.csv:148,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Amaura,POR023,Standard,US/UK,Perfect Order reprint
mega_placeholders.csv:149,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Aurorus,POR024,Standard,US/UK,Perfect Order reprint
mega_placeholders.csv:150,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Shinx,POR025,Standard,US/UK,Perfect Order reprint
mega_placeholders.csv:151,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Luxio,POR026,Standard,US/UK,Perfect Order reprint
mega_placeholders.csv:152,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Luxray,POR027,Pixel Cosmos Holo,US/UK,Perfect Order reprint
mega_placeholders.csv:153,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Tyrunt,POR044,Standard,US/UK,Perfect Order reprint
mega_placeholders.csv:154,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Tyrantrum,POR045,Standard,US/UK,Perfect Order reprint
mega_placeholders.csv:155,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Gastly,POR048,Standard,US/UK,Perfect Order reprint
mega_placeholders.csv:156,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Haunter,POR049,Standard,US/UK,Perfect Order reprint
mega_placeholders.csv:157,Pitch Black,2026-07-17,Pitch Black Blisters,Blister,Gengar,POR050,Pixel Cosmos Holo,US/UK,Perfect Order reprint
mega_placeholders.csv:158,Pitch Black,2026-07-17,Pitch Black Elite Trainer Box,Elite Trainer Box,Zarude,MEP088,Black Star Promo,US/UK,
mega_placeholders.csv:159,Pitch Black,2026-07-17,Pitch Black Elite Trainer Box,Elite Trainer Box,Zarude,MEP088,Pokemon Center Stamp,US/UK,
mega_placeholders.csv:160,Mega Evolution,2026-08-07,First Partner Illustration Collection Series 3,Illustration Collection,Treecko,MEP055,Black Star Promo,US/UK,
mega_placeholders.csv:161,Mega Evolution,2026-08-07,First Partner Illustration Collection Series 3,Illustration Collection,Torchic,MEP056,Black Star Promo,US/UK,
mega_placeholders.csv:162,Mega Evolution,2026-08-07,First Partner Illustration Collection Series 3,Illustration Collection,Mudkip,MEP057,Black Star Promo,US/UK,
mega_placeholders.csv:163,Mega Evolution,2026-08-07,First Partner Illustration Collection Series 3,Illustration Collection,Chespin,MEP058,Black Star Promo,US/UK,
mega_placeholders.csv:164,Mega Evolution,2026-08-07,First Partner Illustration Collection Series 3,Illustration Collection,Fennekin,MEP059,Black Star Promo,US/UK,
mega_placeholders.csv:165,Mega Evolution,2026-08-07,First Partner Illustration Collection Series 3,Illustration Collection,Froakie,MEP060,Black Star Promo,US/UK,
mega_placeholders.csv:166,Mega Evolution,2026-08-07,First Partner Illustration Collection Series 3,Illustration Collection,Sprigatito,MEP061,Black Star Promo,US/UK,
mega_placeholders.csv:167,Mega Evolution,2026-08-07,First Partner Illustration Collection Series 3,Illustration Collection,Fuecoco,MEP062,Black Star Promo,US/UK,
mega_placeholders.csv:168,Mega Evolution,2026-08-07,First Partner Illustration Collection Series 3,Illustration Collection,Quaxly,MEP063,Black Star Promo,US/UK,
mega_placeholders.csv:169,Pitch Black,2026-08-28,Mega Forces Tins,Tin,Mega Zeraora ex,,Black Star Promo,US/UK,MEP promo number not specified in source
mega_placeholders.csv:170,Pitch Black,2026-08-28,Mega Forces Tins,Tin,Mega Darkrai ex,,Black Star Promo,US/UK,MEP promo number not specified in source
mega_placeholders.csv:171,Pitch Black,2026-08-28,Mega Forces Tins,Tin,Mega Dragonite ex,,Black Star Promo,US/UK,MEP promo number not specified in source
mega_placeholders.csv:172,Ascended Heroes,2026-08-28,Ascended Heroes Tins,Tin,Mega Meganium ex,MEP034,Black Star Promo,US/UK,Previously released in Mega Meganium ex Box
mega_placeholders.csv:173,Ascended Heroes,2026-08-28,Ascended Heroes Tins,Tin,Mega Emboar ex,MEP035,Black Star Promo,US/UK,Previously released in Mega Emboar ex Box
